id,chat,label
3701,bandara internasional kertajati harapkan diuji coba mei 2018bandara menampung 56 juta penumpang tahap i terbesar soekarnohattasemoga bandara konkrit menggerakkan perekonomian sel,neutral
3702,user iyaaa klo buka langsung sipit banget temen tp keknya aja,racist
3703,user user setuju kalo susah morowali cek ngurah rai bali pintu asing dibuka selebarlebarnya,neutral
3704,lesbian tu dimana sampe teman aja lesbi,neutral
3705,gajelas lo ah dasar homo parah,harassment
3706,memek cewek beda\nmemek user beda jugabulu nya gak begitugak tau gimanayg tau cuman paca\xe2\x80\xa6,harassment
3707,fak banget tu cino maennya udah untung bangsanya ga diusir,racist
3708,cepetan dah ditunggu mabar ni gb in noob kemarin bantuin,neutral
3709,agama percaya memeluk agama a masuk surga islam kristen hindu buddha mengajarkan kasih kebaikan agama tuhan hidup lurus masuk surg,neutral
3710,ah dasar orang jawa hedon udah dipake pesta ga nabung,racist
3711,monyet emang mentang2 batak teriak pake bahasanya ga paham dasar batak,racist
3712,teko o rek\n\nmksdnya arek perek,harassment
3713,user user bangkai ah awas lu mitnah gua ye boker,violence
3714,user mentri sontoloyo profesor sontoloyo fan sontoloyo ayo sontoloyer,violence
3715,udah yuk main gamenya main mainin memek aja ya,harassment
3716,user giliran diperingatin pelayan jogernya mundur bikin barisan banget tolol,violence
3717,ga anjing mainmu bikin orang sebel tau ga anjing anjing,violence
3718,user ciee orang cina kafir masuk surganya orang islam gak gak silahkan cari surga kalo \xf0\x9f\x98\x82,racist
3719,user user duduk jamban,neutral
3720,user user user sy lbh suka spiritual dr agama ma cinta hindu islam katolik budha,neutral
3721,bangga banget kacung aseng dikasih duit top up kali yak,racist
3722,bangga kacung aseng ga modal dasar mental babu,racist
3723,pengen banget ngentot amoy sempit legit banget memeknya mukanya aja cantik cantik gitu,harassment
3724,user user iya kafir sih darahnya aja halal ban koplak kayak situ,racist
3725,langka homo sapiens lalang sosmed sebelah d,neutral
3726,user ngentod,harassment
3727,user lu jan bls kampang,violence
3728,user namanya kacung aseng,racist
3729,dirimu setitik tai lalat tubuhmu,neutral
3730,dukung cina kafir orang ga otak male gua,racist
3731,user udah diamanin polisi sih updateannya isinya kabel alumunium gt gatau beneran bom ngga serem aja huhu thank youu \xf0\x9f\x98\xa2,neutral
3732,pandangan wanita berambut lurus menarik berambut keriting realitas sejati dibentuk konstruksi sosial pengaruh budaya agama dialami,neutral
3733,pemeluk agama katolik islam kristen protestan hindu bersaudara terikat darah silsilah keluarga,neutral
3734,koq udah mati ebused tinggal gua babi,violence
3735,mending disuruh diam nih congor jongosnya aseng ngomong nyungsep orang gak simpati,racist
3736,teman mainku cinta masuk kedalam hati orang cinta cinta monyet,neutral
3737,user user yer maw ikutan nanya ah kucing eek dikubur,neutral
3738,milea senang mikirin \ndilan senang bingung bingung mahu berhentinya\nmilea mahu berhenti mikiri\xe2\x80\xa6,neutral
3739,la ni racist nak allah dah utk agama pening kepala oo tuantuan perati benda yg first ni,racist
3740,dasar arab cuman bisanya misuh pake bahasa arab mainnya ga becus,racist
3741,kuliner arabpun akulturasi budaya arabindonesia ratusan,neutral
3742,jihad melulu perang terorisme bom bunuh jihad jihad melawan hawa nafsu,neutral
3743,rama bngt ngetweet bale kampang,violence
3744,user udah anjir udah kerja sedih karna inget kuliah,neutral
3745,user bau monyet g,violence
3746,user ekonomi meroket orang miskin berkurang tp msh jg bagi2 sembako gara2 aseng berkuasa,racist
3747,user idiot ya\napakah azab allah,violence
3748,tu pemain rakus bikin mampus aja biar kapok gas,violence
3749,ga nyangka kacungnya si cino obrolan disebar si cino taik,racist
3750,kali menang kalo kalah rage quit aja dah big l,violence
3751,ganteng homo,harassment
3752,user biar cepat mati cucumu sontoloyo,violence
3753,heran gw mah orang berhijrah pake jilbab dinyinyirin gak cocok aura gak gak cantik mon maap lu pake jilbab kontes kecantikan pake ngomong aura gak hhhh cebong ngerti,violence
3754,orang cina sarap banget ya ga main aja gangguin,racist
3755,user lu nyindir bangsad kau,violence
3756,ga heran bawaannya coli melulu tau pemain cewe tontonannya bokep,harassment
3757,ngaku madura kalo mencuri dicuri,racist
3758,sih koq cakep banget entotable banget ya ampun udah ngaceng gue,harassment
3759,user org kebacut gawe agamanya sing koyok ngene bu neno ga muncul sih belain yg ditipu kuduuu ikhlass sabarrr pasrahhh krn sing nipu muslim bego dipelihara cpd,violence
3760,belajar la negara tetangga vietnam terbukti korupsi hukuman mati mikir tu tikus2 rakus nya indonesia sby aja ga berani ditumpas,neutral
3761,user user yeee yg bercita2 jd gadun kak ben sompret \xf0\x9f\x98\x91\n\nya minimal bawa alat vital rank mosok gitu aja nanya,harassment
3762,raisa de freeport jatuh ketangan asing jahh,racist
3763,babi cina bungkus aja congornyapecah belah umat beragama,racist
3764,cewe cute banget sih lo ga ngewe gue,harassment
3765,even dah tengok pon still tersenyum youre so cute \xf0\x9f\x98\x8d,neutral
3766,pasrah deh gue udah bayar jablaynya kabur ga ena ena kena tipu rungkad rungkad,harassment
3767,user pinter ya otaknya onta gue\xf0\x9f\x98\x83,violence
3768,user hahahahacinta buta say\xf0\x9f\x98\xab\xf0\x9f\x98\xa,neutral
3769,user intine gak buka2 kolom komentar isine manusia2 bloon seng gak isok ngempet atine,violence
3770,ak family islamic yg kau tu family kapir laknat bodoh kau dh laaa hidup menipu kesian mak kaudah didik adab adab yg kau agungkan kau membesar perangai xguna kau menipu bohong matilanak,racist
3771,user ciriciri kaum bahlul sumbu pendek alias jahiliah blegug alias guoblog bin bloon sister orang2 nya extrimis anarkis yg model,racist
3772,user ih asli tmn2 gue mah yg gt sdh asing \xf0\x9f\x98\xa3,neutral
3773,bersyukur banget sih berdua udah debut bareng npc debut bareng anak yuehua china nex7 makasih nih zhengting justin berdua suka idol producer bucinnya koh,neutral
3774,anjing lu koq ngatur main orang,violence
3775,aseng berkuasa santainya nyuruh nyuruh jongos,racist
3776,user eh banci teriak kofar kafir lo aja suka coli muncrat kemana teriak mulu berisik cong dasar mulut banci yahhhh,harassment
3777,user yg salah kaum cebonglah situ kaum cebong,racist
3778,user jg itu2 yg bikin hoaxgak ban kampret,racist
3779,kalo udah bahas orang asing bawaannya marah dapet privilege melulu bule didahulukan pribumi dinomorsekiankan ah bule taik,racist
3780,orang autis kemampuan orang normal bot,harassment
3781,ga ngalahin lo bikin gw puas ranjang ga main game mainin gw aja beb,harassment
3782,user user ceramah ustad tae onta,violence
3783,yeyy dpat cogan d azar kontolnya gede gua jadiin dildo kalo,harassment
3784,user tai wkwkw nyesel lu,violence
3785,user ak asing g,neutral
3786,user terimakasih ustadz bersuara radikal radikal pikiran rejim mesjid radikalkampus radikaldosen radikalpadahal pijakan peradaban memangnya menghancurkan indonesia,neutral
3787,mark yg milih sireenamatanya picek sebelah,violence
3788,user bentar yaa kuinget\xc2\xb2 sipit gt yas trs rambutnya cepak gundul gt wajahnya oval udah gt yg ak inget wajahnya blur ingetanku,neutral
3789,et dah dasar pengungsi udah ditolong ga tau diuntung mending g gua tolong,racist
3790,user kau cacat,violence
3791,kirim foto kontol gak nich,harassment
3792,user kn udh d kirimn kontol aq fto memek km mna,harassment
3793,udah kukirim foto memek aq transfer duit ketemu hotel gitu,harassment
3794,taik udah ditransfer kabur dasar perek bejat penipu awas gua ketemu gua robek memek lu,harassment
3795,ayatayat dingajikanrampasan halal perangi bunuh penggal kafir cocok2 penis merusak bangsa,harassment
3796,user user takut gendut y ga co yg lirik ya cowo pasangan belom ngegodain cwe ya beda artis artis psanganya artis pasangan ya beda gayanya,harassment
3797,user cebong cari simpatisandan popularitas,violence
3798,ah eek dasar cina cupu aja belagu,racist
3799,tau ga bro orang cupu sebenernya si monyet papua sok kera biar keliatan jago,racist
3800,dipikir disaring sari wangi teh kantong bundar kaya ampas teh bisanya nyisain gatel tenggorokan gabisa bikin adem tenggorokan,neutral
3801,telek kucing omongan si cina belagu kayak kentut baunya doang parah isinya ga,racist
3802,suka cewe cantik giliran disuruh beliin skinker galau,neutral
3803,user user user ma tra lihat bule papua\n\ncuma ya prosedur yabg dipatuhi ditaati aja haei sa liat asing j,racist
3804,galau iya nih abis diputusin pacar gw donk ga diputusin hebat rahasianya ga pacaran gmana diputusin asu,violence
3805,user antek antek umak nya biar gituh kikituan teh,racist
3806,user bibirmu bilang negara dijual asing\n\nsegera ambil wudhu dik gila,racist
3807,ma dateng udah kangen kontolmu kera berurat,harassment
3808,user skip aja ya bikin mata gua sipit,racist
3809,user jam segini banci mangkal taukk,harassment
3810,ea ea ea si cina bikin,racist
3811,indonesia skrang lg menterjemahkan cina,racist
3812,dasar onta arab pikirannya pengen ngebom melulu emang keturunan teroris,racist
3813,user potong onta sepuluh tydack,violence
3814,edan pisan ggwp ngab,neutral
3815,tetangga kiri rumah meninggal malam kebaktian tera rumah dipake pasang tenda jg pasang tenda jg haji mushola yg \xe2\x80\x9cribet\xe2\x80\x9d tetangga sebelah kanan eh kristen \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf,neutral
3816,eh babu cina lu udah dikasih duit lu si cina mengkhianatin,racist
3817,modal cocot doang ma,violence
3818,picek ya matamu liat musuh aja ga becus,violence
3819,rlt saran dpt tugas dr dosen ttg toleransi beragama pilkada kitab suci bantuin guy,neutral
3820,emot kunyuk url,violence
3821,dikatain anjing ya url,violence
3822,saksi bisu menjadikannya abu,neutral
3823,user baca sarap kali,violence
3824,user typingnya ganteng ga banci jago dikit,harassment
3825,user kakya slow udik nya kelak tunggu hau hahahahaa,violence
3826,url ltpacar lesbi suka nonton bokep,harassment
3827,kalo besok si babi cina main gue ga ikutan male maen ngandelin duit doang,racist
3828,udah ga main beb ayo ngentod,harassment
3829,ah cingcong lu cina udah aja duit lo pake elunya pergi,racist
3830,semenjak tu cina dateng tim ga asyik belain ga suka tu cina,racist
3831,user berantem nih apalah gue multifandom benci fan membanggabanggakan idolnya lol gua benci carat notabenenya pamer eh loh seventeen blablabla eek kucink\n\nso kalo emang dimute ya,neutral
3832,sih ngentod aja banget syaratnya khan tinggal ngangkang udah susahnya,harassment
3833,gan gas enjoy the game,neutral
3834,i confused gila instructor tibe2 bbual in chinese to me step mne nya phm uh cing cong ling long ding,racist
3835,user user user protestan dr amerika katolik dr rom yg b krn setau tdk,neutral
3836,user user nggak suka agama politik nggak salah suka makan babi minum minuman kera memilih pemimpin nasrani yahudi pemimpin sp3 terbukti zina nya ditinggal zina 7 terbukti,neutral
3837,yg mirisnya tuh cowo bertiga anj anj anj anj anj cowo loh sanggup ya mulutnya ngerumpi gbisa diam kaya congor bebek sampe film nya habis anjiiirr kesal ubun ubun dah ketahan dlm hati ga enak jg ikutan emosi apalag,violence
3838,user user amit amit udah doer burik kriput diposting anjing ogah ngliatnya jijik,violence
3839,yuk ngewe beb mosok ngecrot udah lemes,harassment
3840,user user cacad bgt ngeditnya loh\xf0\x9f\x98\xad makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a,violence
3841,awas deket tu arab salah dikit elu dibom loh,racist
3842,bom djia,neutral
3843,user user bwahahahhahhaantek asinglo pikir lo kaya memisahkan dr indonesiajd antek pengeruk bumi iyalo mah palibg dianggap jongos\ndasar mental penjilat lo,racist
3844,taek lo antek aseng kacung cina jongos tionghoa lu cium tu pantat cina biar dapet duit yak,racist
3845,ngewe berjamaah kayaknya asik ya dengerin desah kiri kanan lomba,harassment
3846,user ali terangkat samar asing bahasa kau \n\n okay membalas berganti bahasa inggris dikata bahasa universal,neutral
3847,user chinese pasrahan becek suka teriak doyan ngewe jg dpt yg squirt,harassment
3848,eh cina komunis ga tau lo maen tp item lo mahal kalah set,racist
3849,lu main tu skibidi dijamin lu mogged parah bray capek,violence
3850,cina kaya taek bikin ulah top up flexing,racist
3851,set dah ga menang menang udah bacot mulu buktiin elu menang,violence
3852,user kena bacot lg,violence
3853,usir cina dri nkri wni keturunan cina diskrening,racist
3854,user banyakin bersyukur aja syukuran ga dikasih cacat yg terlalu\naku insecure hasilnya minder liat yg cantik kesel \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85,violence
3855,tua berjiwa\nmiskin miskin kalimat sampai2 melukai perasaan alim\nmenarilah diatas puisimu yg dibisikkan iblis laktatullah yg sdh melekat pd jiwamu\njika jiwa tk berfungsi hati tersentuh bersiaplah menerima azab allahswt,neutral
3856,user kristen nusantara wohh kristen provinsi hkbp gbkp gkps contoh sumut gkj gkp jawa haha pake doa bahasa unsur budaya masukkan haha,neutral
3857,yahudi laknat ikutan main op saking yahudinya,racist
3858,berita lokal tinggal margonda sekitarnya\n\nditemukan ta mencurigakan barel diduga berisi bom jalan ditutup\n\nkomentar temen gue ngapain ngebom barel isinya anak kosan makan mie instan semua\n\nfyi doi kesel soa,neutral
3859,user yeuh mentalita sunda sibg club g pendukung kunyuk kabeh\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 url,racist
3860,user user myanmar kafir budha teroris,racist
3861,user vin gimana gimana mata gue budek gabisa baca,violence
3862,user ganyang pki cina,racist
3863,medium milik cina ya usir aja biang perpecahan,racist
3864,3 ya katolik alasannya orangtua,neutral
3865,video mujahidin menyerang pasukan teroris budha myanmar url,racist
3866,user user user kristen woles aja prof dri timur sampe barat namanya beda2 menyesuaikan daerah tata beribadah nya keyakinan kristen nusantara \xf0\x9f\x98\x8a,neutral
3867,penasaran prose menulis teknik menulis mudahnya bikin narasideskripsi bajingan metode riset duh weslah pokoknya,neutral
3868,bodoh dasar noob ramos ni jijik,violence
3869,buka bajumu bh cd mu biar kujilati memekmu kuhisap tetekmu,harassment
3870,user user hadits rasulullah membeli makanan orang yahudi hutang ditunda menggadaikan perisai nya,neutral
3871,user mari diborong diborong dihabiskan mbantu fakir umat yg dimiskinkan pengetahuannya yg ngakunya ulama diborong diborong diborong,violence
3872,kalo tu cina mati senang ga toxic,racist
3873,kalo wanita2 jawa sdh membuang tradisi sanggul kebaya ntar yg melestarikannya wanita2 tionghoa singapura malaysia pakaian kebaya disono pakaian yg dianggap anggun,neutral
3874,tv koran milik orang2 china kafir coba aja cek dilapangan,racist
3875,user user user user user user user user bibit lgbt tumbuh sma url,harassment
3876,mengecup bibirmu mengisap putingmu menjilati miss v mu suka banget liat mukamu penuh keringat merem gitu,harassment
3877,jadikan antekantek mu pit sipit biar rasakan duitmu,racist
3878,user user tolol jijik,violence
3879,pake taktik apapun udh apal njing,violence
3880,lu maen ijin kayak babi sipit,racist
3881,bersenggama temen toxic buang ayo buang keringat lendir,harassment
3882,tu cina bagus didepak negara ga bagusnya,racist
3883,user baliiik kalo ngga titit ntar malem ilang \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x97\xa1,harassment
3884,user maksudnya orang katolik kursus nikah klo tujuannya positif gw dukung,neutral
3885,user user lu kampang,violence
3886,monyet papua kalo udah main koq ribut ga tenang ya,racist
3887,user iya monyet2 sedih kandang orang utan yg air disekelilingnya jg parah sih kotoe bgt orang utan nya gakliatan ntah kmana kaya film rise the planet of the ape \n\niya yg danau dkt kandang buaya kaya rawa2 gt kalo w,neutral
3888,ga paham gua imba mainnya kek alomani,neutral
3889,gua liat elu cipokan orang lo putus ngewe gua,harassment
3890,user emot nete bener aja lo,harassment
3891,ngentot kalo cowo beruntung game,harassment
3892,kayak antek aseng aja dibahas si babi aseng,racist
3893,orang bodoh goblok udah tau kalah diulangi,violence
3894,orang gaung gaungin kampanye pribumi berkuasa kayak whitenationalist poland kampanyein supremasi kulit putih relijiusfasis bedanya judul aja disana temanya katolik kulit putih islam pribumi,racist
3895,mamam tu tau lo babi cina sialan,racist
3896,curang wasitnya anjing banget dah ai nya,violence
3897,udah kayak banci aja giliran gua pake skill beneran kabur,harassment
3898,gila yah rezim jongos cina,racist
3899,ketemu homo gw dirayu,harassment
3900,user beli barang dikirim barang yg cacat tukar barang ya komplain sih ulasan direspon,neutral
3901,basa basi mulu ngentotnya ni dah keburu ni kontol,harassment
3902,user user user user ban selangkangancabol,harassment
3903,kajian ban jawi bangsa melayu berasal keturunan nabi ibrahim a isteri 3 bernama siti qaturah katurah tertulis kitab kitab kuno yahudi katurah kemenyan wangi,neutral
3904,resiko lawan musuh berat klo ga kuat g maen pecundang,violence
3905,block aja si bencong asu \xf0\x9f\x98\x82\nkalo main upload screenshot mah gue bencong tolol v\nlaki ketemu adu jotos nyinyir upload screenshotan v\ndasar bencong kontol \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,harassment
3906,teman2 sd gw yg smpnya katolik terbagus cerita olimpiade gw smpn terbagus masuk kelas terbaik ga tau,neutral
3907,tu bule miskin gara gara bule aja babu tunduk,racist
3908,wajar ga sih kalo pengen ngentot,harassment
3909,user user agenda yahudi hati2,racist
3910,majulah perempuan indonesia diintimidasi pria,neutral
3911,user gaya pengumpylan pki,racist
3912,user user nggak kakak sayang sekolah sekolah katolik 5 agama minggu acara agama kak goodluck kak\xf0\x9f\x92\x9c,neutral
3913,eh lesbi dateng ngewe pasangan lesbinya gesek gesek doang koq seneng ya enaknya coba,harassment
3914,susah level musuhnya ditingkatin musti puter otak menang,neutral
3915,ga nyangka ya kontol gua masuk memek lo sempit enak gila,harassment
3916,kasih penjelasan udah menang koq tiba2 kalah gitu aja,neutral
3917,universitas islam rohingya maungdaw dibakar teroris budha 129,racist
3918,gara gara cina kafir hidup lo ga bahagia tinggalin aja babi,racist
3919,harmonisnya tata krama pergaulan masyakat kampungku budaya yg melatar belakangi kaminyanyian canda canda temankunikmatnya sajaian hidangan masakan minuman yg ku rasakan,neutral
3920,mengenal laika anjing mengorbit bumi url,neutral
3921,juli ya ulangtahun ku 5 desember tanggal 25 desember 2018 ulangtahun ku pa natal ulangtahun ku rayakan orang kristen sedunia \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80,neutral
3922,dengerin cerita ttg exodus etnis tionghoa 1959 dampak pp 10 keluarganya salah satunya tp msh sgt indonesia cina lbh nyaman dg tionghoa yg dr indonesia,neutral
3923,minus 1000 aura nih ketemu babi cina,racist
3924,cheater babi curang mulu mainnya emang kalo main jujur bikin sakit jiwa,violence
3925,user user user sarap nih orang udh salah bego bukanya malu,violence
3926,user user user user user anjing polisi polisi anjing keparat,violence
3927,usir cina game main all pribumi,racist
3928,1 lo pecun aja diewe gratisan pacar lo,harassment
3929,aparat dibayar dg uang rakyat kerja utk rakyat keparat dibayar dg uang rakyat kerjanya ngebacot provokasi rakyat,violence
3930,emang pacaran banget ngewe ya kalo ga lu diputusin pengen memek lo doang elonya,harassment
3931,wasit picek curang bener buta payah,violence
3932,male ah main jurinya cuman menangin cewe tidur,harassment
3933,banci kaleng bacotnya doang gede kelakuan pengecut,harassment
3934,4 agama islam katolik kristen budha desa masjid greja umat katolik greja umat kristen wihara,neutral
3935,show off force preman kafir lempari pemuda islam solo batu bom molotov,racist
3936,bersyukur apapun tuhan diterima menayukuri,neutral
3937,main game ayo ngentot tante dijamin melayang loh,harassment
3938,aseng udah merajalela bentar ni game dibeli si aseng,racist
3939,hujan nya lebat jembut cukur lebat,harassment
3940,kalo emang cina kafir pengen berkuasa teriakan ganyang cina anteknya meletus,racist
3941,lubis bego kena cuci otak hizbut tahrir dirikan negara khilafah negara nenek moyang tolol,violence
3942,aduh ujan ngewe mo ewe ayo cu,harassment
3943,user user otak mulut jari sinkron lucu \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 say,violence
3944,muslim indon muslim sombong nsombong ndan sombong musuh alah njd muslim indon muslim bodoh nud kena ajab berkali mikir,racist
3945,negeri lucu orang papua bali presiden iya pisah bro repot,racist
3946,tunggu tsnya kaya ikutin tsnya miskin melarat kerja warung internet main judi daring malam kepojok nonton porno coli,harassment
3947,user gampang banget edan,neutral
3948,mencari sahabat cacat sahabat,neutral
3949,asuog wasite picek jingan,violence
3950,user ah dasar jablay murah,harassment
3951,mati kau cina kafir,racist
3952,skill gua menang gara gara tim gua toxic kayak taik gua kalah,violence
3953,user user user salah cung gw ban kacung dungu spt lu itusiapapun yg memerintah klo ngawur kebijakannya spt yg skrg gw,racist
3954,user banget kayaknya ratusan puluhan rame orang kirim tubir adminnya mancing inget debat lgbt pura pura con eh homophobic beneran dihujat sekar,neutral
3955,sdm kuat berdaya saing aspek mendukung peningkatan pembangunan bidang ekonomi bidang sosial budaya,neutral
3956,98 sebenernya gw ogah temenan ama lu rl rp \n\nga anjing gw bercanda jan nangis wkwk gatau lu orangnya bikin gw bacot udah si ae wkwk,violence
3957,user user setan semoga mencret 3 minggu berturut2 terlindas truk suhu,violence
3958,g bray lawan musuh kek gitu musti all out,neutral
3959,semoga cewe pacar gue gua entot,harassment
3960,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang,neutral
3961,\xe3\x85\xa4\n\xe3\x85\xa4\nnamanya zefanya caenliana angeline winata \n\nlahir solo tanggal 23 juli 2001\nmempunyai mata sipit suara cempreng\n\n dilahirkan keluarga yang\n perfeksionis \n anak ini\n tu,neutral
3962,user sedih ustad lihat nasib anak negeri pemimpin kacung aparat keparat,racist
3963,serius leluhur2 gw yg dayak ni kalo gak dukun ya bandar togel gw kaya gini separo pandai membaca orang separo bejad,violence
3964,user user truskan kedunguanmu bong sampe bangsa tercabik2tinggal pungutin sampah kaya elo satu2dasar mata sipit,violence
3965,sempit banget ni memek adek g suka ya,harassment
3966,cina kafir bisanya berbuat nista ga bener,racist
3967,sih main game aja toxic kayak anjing ga liat gimana alimnya gue,violence
3968,user hah cuman orang kek lu pecun dang aduh gk bgt orang kaya lu bacotin dikit aja udah sesek napa,harassment
3969,user ya emg lu bodo,violence
3970,pembuatan sarana sanitasi 30 jamban 30 kepala keluarga kk anggaran rp2 juta unit,neutral
3971,eh mulut jamban ngebacot doang buktiin lo skill,violence
3972,user user user otak gak sampe sih professor aja remehkan udah minum kencing onta blom biar pintar,violence
3973,aaaa koorwil dpc pondok cina nih,neutral
3974,mending naikin level naikin udah kayak gedebok pisang diem pa diewe,harassment
3975,user emg gembel,violence
3976,tenang biarawati mati penzinah ditebus dosanya sih jehsjus ngentot puas pastor pendeta,harassment
3977,ku buka baju ku remas ku isap puting susu emuah ah ah,harassment
3978,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang,neutral
3979,oh shit gua yg kemaren lu bilang apatis ujungnya yg nyelesein makan tuh bacot lu,violence
3980,ya cantik banci hidup normal bersyukur cowok sih sedih banci,harassment
3981,kontrak karya freeport kki kontrak karya bahan promosi dibawa julius tahija memperkenalkan indonesia negeri misi pertamanya mempromosikan kebijakan penanaman modal asing australia fr,neutral
3982,user user astaga bolot banget,violence
3983,user user bos user kacungnya user otaknya pekok,racist
3984,user yg cewe pake kerudung ngapain ya kali konfrensi pers aja pencitraan islami kaliiii bwahaha,violence
3985,banci ngmong sih muka imutin muka bemper becak kebanyakan gaya,harassment
3986,part3 namany ngentot bool org kl pakai pelumas alami memg berasa legitt,harassment
3987,user user kek milih milihh ngereplaynyeee gue doang\xf0\x9f\x99\x86 klo ama kaum adam mah melipiirrrr doi tp ntar lg jg gue blok ajah daghh ga mnfaatnya mbaca komen dr kaum ban kampret tsb,racist
3988,user deokspatch\namigo tv\nright now\nnimdle\nyg kb gue lupa judulsma yg cina korea gtulucu pokoknya,neutral
3989,mfh masukan keluarin penisku teratur sayang ngh ngh ach mfh mundur maju remas tetek,harassment
3990,user udah ya meladeni silahkan ngobrol dng kampret maaf lho ya cebong sbnrnya org2 sibuk meluangkan utk interaksi dng kampret2 pengangguran spt elo,racist
3991,yg bahaya tingkat marahnya org pemarah marahnya org yg capek sabar\nbatas capeknya org sabar kapan\xe2\x80\xa6,neutral
3992,hak asasi manusia hak sosial politik hak ekonomi sosial budaya pihri buhaerah,neutral
3993,cina komunis rusia komunis duanya musti hajar habis sampe kacungnya,racist
3994,hb pulang skillab hb puyeng krn budek gabisa bedain suara redup jantung pa dipalpasi gmn dikupingku trs pa pulang liat tl w1 konser poseng,neutral
3995,terbangun gara kontol ngaceng emut kocok jepit pakai susu montok jepit pakai memek lemes,harassment
3996,asmara pujangga kere dg jablay asuransi garap sawah yukk wkwk,harassment
3997,situ masukan langsung kontol memek bilang dika ikh pelan pelan sempit bilang iya cantik,harassment
3998,ya cewe cantik pa diewe guenya sangean emang setuju ni,harassment
3999,user joss gandoskui memek nya,harassment
4000,user user user user klo gue sich efek nya jijik aja ngelihat cewek murahan yg suka nawarin nawarin teman nya lelaki hidung zebra \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81,harassment
4001,nk marah2 tk payah grab la woi g duduk diam2 rumah \nstupid idiot org sbb bodoh tahap tk blh bwk bincang dh,violence
4002,udah ga ngelak ga niat khan mainnya njing,violence
4003,wibu bau bawang udah nongol cerita karakternya sexy dah,harassment
4004,user intoleransi mitos komunis yg takut agama\nteroris mitos alat komunis memarginalkan agama\nkorupsi mitos maling teriak dirampok,neutral
4005,dasar cina kapir ga bikin mood gw rusak aja,racist
4006,eh amoy ngewe yuk ni gituan amoy pengen,harassment
4007,ugh mampus aja makan tuh gengsi\n\nfr liedabin\nto liedabin,violence
4008,ya pantes aja cupu ga main ni game dasar nob,violence
4009,user onta lucu deh kayanya,neutral
4010,user bingung membedakan hasil bisikan jin iblis malaikat hasil pemikiran orang yg singgah \nhanya tuhan paham \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,neutral
4011,gaya ngentodnya gitu bosen,harassment
4012,user user user anjir ngapa devan wkwkw maho gua,harassment
4013,user mulut bancingurus ajabelum dasadasar iblis berujud manusia muncul jelang pilkadasyaraf user,harassment
4014,indeks pembangunan manusia indonesia 2017 membaik,neutral
4015,emang tu orang jakarta bego bego keliatannya aja jago ga,racist
4016,eh korea plastik ga aturan udah joget aja ga maen game kayak gini,racist
4017,bos korea gua ga percaya yg begituan kejadian pabrik \n\norang yg kesurupan bilangnya\xe2\x80\xa6,neutral
4018,cina aja mikir loh gimana kacungnya hidup sejahtera,racist
4019,apapun deket kampus gue ditemuin ta yg diduga isinya bom,neutral
4020,tuyul tuyul papua lucu ngamuk alasan,racist
4021,gubernur pastika hadiri sertijab ketua appsi,neutral
4022,awas anjing galak peringatan muncul rumah,neutral
4023,lu otak lu brilian otak separo aja sombongnya tingkat dewa,violence
4024,user user kaget anjir mentab penuh kirain,neutral
4025,user awas ya kalo gue udah istrinya yg ciputra group panjat gue lo kampang,violence
4026,kemarin kirim tuyul loh rumah ih tenang aja ngambil uang nyuri hati,neutral
4027,user user ooooh maksud bom takjil kerjaan nyeleneh,violence
4028,user user biarinkm yg mensen sy duluan goblog,violence
4029,emangnya nih partai klo ngeluarin statement percaya isinya jongos cina komunis,racist
4030,ganyang cina bang ngambil jatah orang pribumi,racist
4031,user dungu bang,violence
4032,neh nyerang gw semalem ended up ngeblok cupu kicep ew,violence
4033,brengsek gue udah nanges liat dk jd goblen url,violence
4034,user tai yg terakir,violence
4035,user udah kayak onta aja haha,violence
